Rank	ID	AllowAlternatives	TP	FP	FN	F1	Sensitivity	Precision	Sample	SampleID	Dataset	Tool	Taxonomy	Profile	ProfileColumns	GoldStd	GoldStdColumns	GoldStdTree	AvailableSpecies
Class	MetaPhlAn4_gastrointestinal_10	TRUE	8	0	0	1.0	1.0	1.0	gastrointestinal_10	10.0	Gastrointestinal	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Gastrointestinal_samples/10.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_10.txt	0|2|4|1	NA	NA
Superkingdom	mOTUs3_skin_17	TRUE	1	0	0	1.0	1.0	1.0	skin_17	17.0	Skin	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Skin/17.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_17.txt	0|2|4|1	NA	NA
Species	sylph_skin_13	TRUE	41	0	1	0.9879518072289156	0.9761904761904762	1.0	skin_13	13.0	Skin	sylph	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/sylph/Skin_13.profile	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Skin/abundance_13_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Class	bracken_gastrointestinal_12	TRUE	8	1	0	0.9411764705882353	1.0	0.8888888888888888	gastrointestinal_12	12.0	Gastrointestinal	bracken	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken/Gastrointestinal_samples/12_450_gtdb.profile	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_12.txt	0|2|4|1	NA	NA
Superkingdom	bracken_oral_8	TRUE	1	2	0	0.5	1.0	0.3333333333333333	oral_8	8.0	Oral	bracken	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken/Oral_samples/8_450_gtdb.profile	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Oral/taxonomic_profile_8.txt	0|2|4|1	NA	NA
Species	MetaPhlAn4_gastrointestinal_1	TRUE	30	7	8	0.8	0.7894736842105263	0.8108108108108109	gastrointestinal_1	1.0	Gastrointestinal	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Gastrointestinal_samples/1.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_1.txt	0|2|4|1	NA	NA
Family	MetaPhlAn4_skin_17	TRUE	17	1	1	0.9444444444444444	0.9444444444444444	0.9444444444444444	skin_17	17.0	Skin	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Skin_samples/17.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_17.txt	0|2|4|1	NA	NA
Order	mOTUs3_airways_23	TRUE	9	0	1	0.9473684210526315	0.9	1.0	airways_23	23.0	Airways	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Airways/23.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Airways/taxonomic_profile_23.txt	0|2|4|1	NA	NA
Order	mOTUs3_gastrointestinal_10	TRUE	8	0	0	1.0	1.0	1.0	gastrointestinal_10	10.0	Gastrointestinal	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Gastrointestinal/10.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_10.txt	0|2|4|1	NA	NA
Species	bracken GTDB_oral_6	TRUE	40	93	8	0.4419889502762431	0.8333333333333334	0.3007518796992481	oral_6	6.0	Oral	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Oral_samples/6_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Oral/abundance_6_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Genus	protal_skin_13	FALSE	14	0	0	1.0	1.0	1.0	skin_13	13.0	Skin	protal	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/protal_r214/profiles/profile_forest_all_4/Skin/13.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Skin/abundance_13_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Family	MetaPhlAn4_airways_27	TRUE	24	1	1	0.96	0.96	0.96	airways_27	27.0	Airways	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Airways_samples/27.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Airways/taxonomic_profile_27.txt	0|2|4|1	NA	NA
Order	mOTUs3_gastrointestinal_0	TRUE	9	0	0	1.0	1.0	1.0	gastrointestinal_0	0.0	Gastrointestinal	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Gastrointestinal/0.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_0.txt	0|2|4|1	NA	NA
Order	varkit_airways_26	FALSE	12	0	0	1.0	1.0	1.0	airways_26	26.0	Airways	varkit	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/varkit_gtdb/Airways_samples/26.profile.tsv	0|3|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Airways/abundance_26_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r207.tsv
Phylum	bracken GTDB_airways_4	FALSE	6	0	0	1.0	1.0	1.0	airways_4	4.0	Airways	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Airways_samples/4_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Airways/abundance_4_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Order	bracken_airways_9	TRUE	18	1	1	0.9473684210526315	0.9473684210526315	0.9473684210526315	airways_9	9.0	Airways	bracken	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken/Airways_samples/9_450_gtdb.profile	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Airways/taxonomic_profile_9.txt	0|2|4|1	NA	NA
Species	bracken_oral_7	FALSE	55	59	4	0.6358381502890174	0.9322033898305084	0.4824561403508772	oral_7	7.0	Oral	bracken	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken/Oral_samples/7_450_gtdb.profile	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Oral/taxonomic_profile_7.txt	0|2|4|1	NA	NA
Phylum	protal_gastrointestinal_0	FALSE	8	0	0	1.0	1.0	1.0	gastrointestinal_0	0.0	Gastrointestinal	protal	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/protal_r214/profiles/profile_forest_all_4/Gastrointestinal/0.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Gastrointestinal/abundance_0_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Class	MetaPhlAn4 GTDB_oral_13	FALSE	10	0	0	1.0	1.0	1.0	oral_13	13.0	Oral	MetaPhlAn4 GTDB	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4_gtdb/Oral_samples/13.profile_gtdb.tsv	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Oral/abundance_13_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/metaphlan_species_Jan21.txt
Phylum	protal_airways_11	TRUE	3	0	0	1.0	1.0	1.0	airways_11	11.0	Airways	protal	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/protal_r214/profiles/profile_forest_all_4/Airways/11.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Airways/abundance_11_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Phylum	protal_gastrointestinal_10	FALSE	8	0	0	1.0	1.0	1.0	gastrointestinal_10	10.0	Gastrointestinal	protal	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/protal_r214/profiles/profile_forest_all_4/Gastrointestinal/10.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Gastrointestinal/abundance_10_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Order	MetaPhlAn3_gastrointestinal_3	TRUE	10	0	1	0.9523809523809523	0.9090909090909091	1.0	gastrointestinal_3	3.0	Gastrointestinal	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Gastrointestinal/3.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_3.txt	0|2|4|1	NA	NA
Family	MetaPhlAn3_gastrointestinal_3	FALSE	15	1	3	0.8823529411764706	0.8333333333333334	0.9375	gastrointestinal_3	3.0	Gastrointestinal	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Gastrointestinal/3.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_3.txt	0|2|4|1	NA	NA
Family	bracken GTDB_airways_12	TRUE	15	0	0	1.0	1.0	1.0	airways_12	12.0	Airways	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Airways_samples/12_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Airways/abundance_12_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Phylum	mOTUs3_oral_13	TRUE	6	0	0	1.0	1.0	1.0	oral_13	13.0	Oral	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Oral/13.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Oral/taxonomic_profile_13.txt	0|2|4|1	NA	NA
Order	mOTUs3_oral_6	FALSE	11	0	0	1.0	1.0	1.0	oral_6	6.0	Oral	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Oral/6.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Oral/taxonomic_profile_6.txt	0|2|4|1	NA	NA
Genus	varkit_airways_23	TRUE	15	0	0	1.0	1.0	1.0	airways_23	23.0	Airways	varkit	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/varkit_gtdb/Airways_samples/23.profile.tsv	0|3|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Airways/abundance_23_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r207.tsv
Genus	protal_gastrointestinal_4	TRUE	35	0	0	1.0	1.0	1.0	gastrointestinal_4	4.0	Gastrointestinal	protal	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/protal_r214/profiles/profile_forest_all_4/Gastrointestinal/4.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Gastrointestinal/abundance_4_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Species	mOTUs3 GTDB_airways_26	TRUE	51	13	16	0.7786259541984732	0.7611940298507462	0.796875	airways_26	26.0	Airways	mOTUs3 GTDB	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3_gtdb/output_gtdb/Airways_samples/26.gtdb_profile.tsv	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Airways/abundance_26_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/motus3_species.tsv
Genus	varkit_airways_11	TRUE	16	0	1	0.9696969696969697	0.9411764705882353	1.0	airways_11	11.0	Airways	varkit	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/varkit_gtdb/Airways_samples/11.profile.tsv	0|3|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Airways/abundance_11_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r207.tsv
Species	varkit_gastrointestinal_10	TRUE	41	0	2	0.9761904761904762	0.9534883720930233	1.0	gastrointestinal_10	10.0	Gastrointestinal	varkit	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/varkit_gtdb/Gastrointestinal_samples/10.profile.tsv	0|3|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Gastrointestinal/abundance_10_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r207.tsv
Class	bracken GTDB_gastrointestinal_1	TRUE	6	0	0	1.0	1.0	1.0	gastrointestinal_1	1.0	Gastrointestinal	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Gastrointestinal_samples/1_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Gastrointestinal/abundance_1_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Class	MetaPhlAn3_oral_14	FALSE	10	0	0	1.0	1.0	1.0	oral_14	14.0	Oral	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Oral/14.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Oral/taxonomic_profile_14.txt	0|2|4|1	NA	NA
Superkingdom	MetaPhlAn3_gastrointestinal_10	TRUE	1	0	0	1.0	1.0	1.0	gastrointestinal_10	10.0	Gastrointestinal	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Gastrointestinal/10.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_10.txt	0|2|4|1	NA	NA
Domain	bracken GTDB_oral_8	FALSE	1	0	0	1.0	1.0	1.0	oral_8	8.0	Oral	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Oral_samples/8_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Oral/abundance_8_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Superkingdom	MetaPhlAn4_airways_8	TRUE	1	0	0	1.0	1.0	1.0	airways_8	8.0	Airways	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Airways_samples/8.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Airways/taxonomic_profile_8.txt	0|2|4|1	NA	NA
Order	MetaPhlAn4_airways_11	FALSE	10	0	0	1.0	1.0	1.0	airways_11	11.0	Airways	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Airways_samples/11.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Airways/taxonomic_profile_11.txt	0|2|4|1	NA	NA
Order	MetaPhlAn4_airways_23	FALSE	9	0	0	1.0	1.0	1.0	airways_23	23.0	Airways	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Airways_samples/23.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Airways/taxonomic_profile_23.txt	0|2|4|1	NA	NA
Genus	MetaPhlAn4 GTDB_gastrointestinal_1	FALSE	28	0	0	1.0	1.0	1.0	gastrointestinal_1	1.0	Gastrointestinal	MetaPhlAn4 GTDB	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4_gtdb/Gastrointestinal_samples/1.profile_gtdb.tsv	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Gastrointestinal/abundance_1_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/metaphlan_species_Jan21.txt
Genus	mOTUs3 GTDB_skin_18	FALSE	5	0	13	0.43478260869565216	0.2777777777777778	1.0	skin_18	18.0	Skin	mOTUs3 GTDB	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3_gtdb/output_gtdb/Skin_samples/18.gtdb_profile.tsv	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Skin/abundance_18_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/motus3_species.tsv
Species	varkit_gastrointestinal_5	FALSE	20	0	0	1.0	1.0	1.0	gastrointestinal_5	5.0	Gastrointestinal	varkit	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/varkit_gtdb/Gastrointestinal_samples/5.profile.tsv	0|3|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Gastrointestinal/abundance_5_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r207.tsv
Superkingdom	MetaPhlAn4_skin_13	TRUE	1	0	0	1.0	1.0	1.0	skin_13	13.0	Skin	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Skin_samples/13.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_13.txt	0|2|4|1	NA	NA
Class	MetaPhlAn4_urogenital_3	FALSE	10	0	0	1.0	1.0	1.0	urogenital_3	3.0	Urogenital	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Urogenital_samples/3.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Urogenital/taxonomic_profile_3.txt	0|2|4|1	NA	NA
Genus	mOTUs3_gastrointestinal_1	FALSE	15	1	2	0.9090909090909091	0.8823529411764706	0.9375	gastrointestinal_1	1.0	Gastrointestinal	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Gastrointestinal/1.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_1.txt	0|2|4|1	NA	NA
Order	bracken_airways_26	FALSE	14	1	1	0.9333333333333333	0.9333333333333333	0.9333333333333333	airways_26	26.0	Airways	bracken	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken/Airways_samples/26_450_gtdb.profile	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Airways/taxonomic_profile_26.txt	0|2|4|1	NA	NA
Family	bracken_gastrointestinal_5	FALSE	7	5	1	0.7	0.875	0.5833333333333334	gastrointestinal_5	5.0	Gastrointestinal	bracken	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken/Gastrointestinal_samples/5_450_gtdb.profile	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_5.txt	0|2|4|1	NA	NA
Family	protal_gastrointestinal_1	FALSE	16	0	0	1.0	1.0	1.0	gastrointestinal_1	1.0	Gastrointestinal	protal	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/protal_r214/profiles/profile_forest_all_4/Gastrointestinal/1.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Gastrointestinal/abundance_1_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Class	MetaPhlAn3_gastrointestinal_0	TRUE	8	0	1	0.9411764705882353	0.8888888888888888	1.0	gastrointestinal_0	0.0	Gastrointestinal	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Gastrointestinal/0.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_0.txt	0|2|4|1	NA	NA
Class	protal_oral_14	TRUE	9	0	0	1.0	1.0	1.0	oral_14	14.0	Oral	protal	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/protal_r214/profiles/profile_forest_all_4/Oral/14.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Oral/abundance_14_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Superkingdom	MetaPhlAn3_oral_13	TRUE	1	0	0	1.0	1.0	1.0	oral_13	13.0	Oral	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Oral/13.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Oral/taxonomic_profile_13.txt	0|2|4|1	NA	NA
Order	varkit_airways_9	FALSE	16	0	0	1.0	1.0	1.0	airways_9	9.0	Airways	varkit	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/varkit_gtdb/Airways_samples/9.profile.tsv	0|3|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Airways/abundance_9_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r207.tsv
Phylum	varkit_skin_19	TRUE	8	0	0	1.0	1.0	1.0	skin_19	19.0	Skin	varkit	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/varkit_gtdb/Skin_samples/19.profile.tsv	0|3|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Skin/abundance_19_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r207.tsv
Order	bracken_oral_13	FALSE	14	2	1	0.9032258064516129	0.9333333333333333	0.875	oral_13	13.0	Oral	bracken	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken/Oral_samples/13_450_gtdb.profile	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Oral/taxonomic_profile_13.txt	0|2|4|1	NA	NA
Superkingdom	MetaPhlAn4_airways_27	TRUE	1	0	0	1.0	1.0	1.0	airways_27	27.0	Airways	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Airways_samples/27.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Airways/taxonomic_profile_27.txt	0|2|4|1	NA	NA
